target_text,search_text,body_type
146040,146040 Alicebowman,146040 Alicebowman,asteroid
18825,18825 Alicechai,18825 Alicechai,asteroid
21497,21497 Alicehine,21497 Alicehine,asteroid
20109,20109 Alicelandis,20109 Alicelandis,asteroid
14513,14513 Alicelindner,14513 Alicelindner,asteroid
4751,4751 Alicemanning,4751 Alicemanning,asteroid
5951,5951 Alicemonet,5951 Alicemonet,asteroid
56678,56678 Alicewessen,56678 Alicewessen,asteroid
133536,133536 Alicewhagel,133536 Alicewhagel,asteroid
34279,34279 Alicezhang,34279 Alicezhang,asteroid
26005,26005 Alicezhao,26005 Alicezhao,asteroid
11123,11123 Aliciaclaire,11123 Aliciaclaire,asteroid
13281,13281 Aliciahall,13281 Aliciahall,asteroid
18737,18737 Aliciaworley,18737 Aliciaworley,asteroid
13046,13046 Aliev,13046 Aliev,asteroid
1567,1567 Alikoski,1567 Alikoski,asteroid
10678,10678 Alilagoa,10678 Alilagoa,asteroid
11422,11422 Alilienthal,11422 Alilienthal,asteroid
58097,58097 Alimov,58097 Alimov,asteroid
21684,21684 Alinafiocca,21684 Alinafiocca,asteroid
887,887 Alinda,887 Alinda,asteroid
121542,121542 Alindamashiku,121542 Alindamashiku,asteroid
266,266 Aline,266 Aline,asteroid
8651,8651 Alineraynal,8651 Alineraynal,asteroid
214136,214136 Alinghi,214136 Alinghi,asteroid
108140,108140 Alir,108140 Alir,asteroid
14225,14225 Alisahamilton,14225 Alisahamilton,asteroid
2526,2526 Alisary,2526 Alisary,asteroid
27091,27091 Alisonbick,27091 Alisonbick,asteroid
7517,7517 Alisondoane,7517 Alisondoane,asteroid
21558,21558 Alisonliu,21558 Alisonliu,asteroid
16023,16023 Alisonyee,16023 Alisonyee,asteroid
153301,153301 Alissamearle,153301 Alissamearle,asteroid
15891,15891 Alissazhang,15891 Alissazhang,asteroid
15819,15819 Alisterling,15819 Alisterling,asteroid
20017,20017 Alixcatherine,20017 Alixcatherine,asteroid
192686,192686 Aljuroma,192686 Aljuroma,asteroid
124,124 Alkeste,124 Alkeste,asteroid
12714,12714 Alkimos,12714 Alkimos,asteroid
4592,4592 Alkissia,4592 Alkissia,asteroid
82,82 Alkmene,82 Alkmene,asteroid
11169,11169 Alkon,11169 Alkon,asteroid
3037,3037 Alku,3037 Alku,asteroid
135979,135979 Allam,135979 Allam,asteroid
70715,70715 Allancheuvront,70715 Allancheuvront,asteroid
11414,11414 Allanchu,11414 Allanchu,asteroid
4419,4419 Allancook,4419 Allancook,asteroid
171153,171153 Allanrahill,171153 Allanrahill,asteroid
457,457 Alleghenia,457 Alleghenia,asteroid
11348,11348 Allegra,11348 Allegra,asteroid
19727,19727 Allen,19727 Allen,asteroid
48643,48643 Allen-Beach,48643 Allen-Beach,asteroid
32579,32579 Allendavia,32579 Allendavia,asteroid
33450,33450 Allender,33450 Allender,asteroid
22995,22995 Allenjanes,22995 Allenjanes,asteroid
32276,32276 Allenliu,32276 Allenliu,asteroid
136432,136432 Allenlunsford,136432 Allenlunsford,asteroid
18983,18983 Allentran,18983 Allentran,asteroid
28483,28483 Allenyuan,28483 Allenyuan,asteroid
24680,24680 Alleven,24680 Alleven,asteroid
14182,14182 Alley,14182 Alley,asteroid
20834,20834 Allihewlett,20834 Allihewlett,asteroid
20852,20852 Allilandstrom,20852 Allilandstrom,asteroid
25364,25364 Allisonbaas,25364 Allisonbaas,asteroid
22174,22174 Allisonmae,22174 Allisonmae,asteroid
31597,31597 Allisonmarie,31597 Allisonmarie,asteroid
19439,19439 Allisontjong,19439 Allisontjong,asteroid
21694,21694 Allisowilson,21694 Allisowilson,asteroid
24274,24274 Alliswheeler,24274 Alliswheeler,asteroid
13579,13579 Allodd,13579 Allodd,asteroid
20271,20271 Allygoldberg,20271 Allygoldberg,asteroid
390,390 Alma,390 Alma,asteroid
4339,4339 Almamater,4339 Almamater,asteroid
256796,256796 Almanzor,256796 Almanzor,asteroid
191856,191856 Almarivan,191856 Almarivan,asteroid
13446,13446 Almarkim,13446 Almarkim,asteroid
11606,11606 Almary,11606 Almary,asteroid
17040,17040 Almeida,17040 Almeida,asteroid
5879,5879 Almeria,5879 Almeria,asteroid
15676,15676 Almoisheev,15676 Almoisheev,asteroid
31633,31633 Almonte,31633 Almonte,asteroid
3045,3045 Alois,3045 Alois,asteroid
367488,367488 Aloisortner,367488 Aloisortner,asteroid
15230,15230 Alona,15230 Alona,asteroid
31559,31559 Alonmillet,31559 Alonmillet,asteroid
73533,73533 Alonso,73533 Alonso,asteroid
9995,9995 Alouette,9995 Alouette,asteroid
11824,11824 Alpaidze,11824 Alpaidze,asteroid
13217,13217 Alpbach,13217 Alpbach,asteroid
100122,100122 Alpes Maritimes,100122 Alpes Maritimes,asteroid
925,925 Alphonsina,925 Alphonsina,asteroid
23608,23608 Alpiapuane,23608 Alpiapuane,asteroid
25898,25898 Alpoge,25898 Alpoge,asteroid
100735,100735 Alpomoranska,100735 Alpomoranska,asteroid
7269,7269 Alprokhorov,7269 Alprokhorov,asteroid
10957,10957 Alps,10957 Alps,asteroid
10478,10478 Alsabti,10478 Alsabti,asteroid
971,971 Alsatia,971 Alsatia,asteroid
1617,1617 Alschmitt,1617 Alschmitt,asteroid
33535,33535 Alshaikh,33535 Alshaikh,asteroid
31922,31922 Alsharif,31922 Alsharif,asteroid
955,955 Alstede,955 Alstede,asteroid
12621,12621 Alsufi,12621 Alsufi,asteroid
2232,2232 Altaj,2232 Altaj,asteroid
7742,7742 Altamira,7742 Altamira,asteroid
8121,8121 Altdorfer,8121 Altdorfer,asteroid
9336,9336 Altenburg,9336 Altenburg,asteroid
8832,8832 Altenrath,8832 Altenrath,asteroid
4857,4857 Altgamia,4857 Altgamia,asteroid
119,119 Althaea,119 Althaea,asteroid
31031,31031 Altiplano,31031 Altiplano,asteroid
148780,148780 Altjira,148780 Altjira,asteroid
850,850 Altona,850 Altona,asteroid
117156,117156 Altschwendt,117156 Altschwendt,asteroid
4104,4104 Alu,4104 Alu,asteroid
2508,2508 Alupka,2508 Alupka,asteroid
2353,2353 Alva,2353 Alva,asteroid
27363,27363 Alvanclark,27363 Alvanclark,asteroid
3581,3581 Alvarez,3581 Alvarez,asteroid
20657,20657 Alvarez-Candal,20657 Alvarez-Candal,asteroid
3567,3567 Alvema,3567 Alvema,asteroid
6996,6996 Alvensleben,6996 Alvensleben,asteroid
13677,13677 Alvin,13677 Alvin,asteroid
7248,7248 Alvsjo,7248 Alvsjo,asteroid
1169,1169 Alwine,1169 Alwine,asteroid
80451,80451 Alwoods,80451 Alwoods,asteroid
75829,75829 Alyea,75829 Alyea,asteroid
16114,16114 Alyono,16114 Alyono,asteroid
7959,7959 Alysecherri,7959 Alysecherri,asteroid
24331,24331 Alyshaowen,24331 Alyshaowen,asteroid
23783,23783 Alyssachan,23783 Alyssachan,asteroid
23792,23792 Alyssacook,23792 Alyssacook,asteroid
21924,21924 Alyssaovaitt,21924 Alyssaovaitt,asteroid
16788,16788 Alyssarose,16788 Alyssarose,asteroid
26332,26332 Alyssehrlich,26332 Alyssehrlich,asteroid
233661,233661 Alytus,233661 Alytus,asteroid
44821,44821 Amadora,44821 Amadora,asteroid
11716,11716 Amahartman,11716 Amahartman,asteroid
650,650 Amalasuntha,650 Amalasuntha,asteroid
18169,18169 Amaldi,18169 Amaldi,asteroid
284,284 Amalia,284 Amalia,asteroid
24890,24890 Amaliafinzi,24890 Amaliafinzi,asteroid
113,113 Amalthea,113 Amalthea,asteroid
725,725 Amanda,725 Amanda,asteroid
25742,25742 Amandablanco,25742 Amandablanco,asteroid
19122,19122 Amandabosh,19122 Amandabosh,asteroid
10607,10607 Amandahatton,10607 Amandahatton,asteroid
6813,6813 Amandahendrix,6813 Amandahendrix,asteroid
19857,19857 Amandajane,19857 Amandajane,asteroid
31727,31727 Amandalewis,31727 Amandalewis,asteroid
26013,26013 Amandalonzo,26013 Amandalonzo,asteroid
20415,20415 Amandalu,20415 Amandalu,asteroid
157693,157693 Amandamarty,157693 Amandamarty,asteroid
19467,19467 Amandanagy,19467 Amandanagy,asteroid
19465,19465 Amandarusso,19465 Amandarusso,asteroid
12595,12595 Amandashaw,12595 Amandashaw,asteroid
9525,9525 Amandasickafoose,9525 Amandasickafoose,asteroid
34177,34177 Amandawilson,34177 Amandawilson,asteroid
11688,11688 Amandugan,11688 Amandugan,asteroid
6247,6247 Amanogawa,6247 Amanogawa,asteroid
120462,120462 Amanohashidate,120462 Amanohashidate,asteroid
14172,14172 Amanolivere,14172 Amanolivere,asteroid
3762,3762 Amaravella,3762 Amaravella,asteroid
1085,1085 Amaryllis,1085 Amaryllis,asteroid
4161,4161 Amasis,4161 Amasis,asteroid
9667,9667 Amastrinc,9667 Amastrinc,asteroid
1035,1035 Amata,1035 Amata,asteroid
10385,10385 Amaterasu,10385 Amaterasu,asteroid
19183,19183 Amati,19183 Amati,asteroid
32891,32891 Amatrice,32891 Amatrice,asteroid
1042,1042 Amazone,1042 Amazone,asteroid
1905,1905 Ambartsumian,1905 Ambartsumian,asteroid
34189,34189 Ambatipudi,34189 Ambatipudi,asteroid
2933,2933 Amber,2933 Amber,asteroid
21431,21431 Amberhess,21431 Amberhess,asteroid
33337,33337 Amberyang,33337 Amberyang,asteroid
3519,3519 Ambiorix,3519 Ambiorix,asteroid
25301,25301 Ambrofogar,25301 Ambrofogar,asteroid
23858,23858 Ambrosesoehn,23858 Ambrosesoehn,asteroid
193,193 Ambrosia,193 Ambrosia,asteroid
27413,27413 Ambruster,27413 Ambruster,asteroid
30596,30596 Amdeans,30596 Amdeans,asteroid
14012,14012 Amedee,14012 Amedee,asteroid
986,986 Amelia,986 Amelia,asteroid
23213,23213 Ameliachang,23213 Ameliachang,asteroid
3471,3471 Amelin,3471 Amelin,asteroid
18020,18020 Amend,18020 Amend,asteroid
5010,5010 Amenemhet,5010 Amenemhet,asteroid
4847,4847 Amenhotep,4847 Amenhotep,asteroid
10804,10804 Amenouzume,10804 Amenouzume,asteroid
916,916 America,916 America,asteroid
6278,6278 Ametkhan,6278 Ametkhan,asteroid
9509,9509 Amfortas,9509 Amfortas,asteroid
516,516 Amherstia,516 Amherstia,asteroid
18675,18675 Amiamini,18675 Amiamini,asteroid
3809,3809 Amici,3809 Amici,asteroid
367,367 Amicitia,367 Amicitia,asteroid
12100,12100 Amiens,12100 Amiens,asteroid
32007,32007 Amirhelmy,32007 Amirhelmy,asteroid
31901,31901 Amitscheer,31901 Amitscheer,asteroid
39678,39678 Ammannito,39678 Ammannito,asteroid
871,871 Amneris,871 Amneris,asteroid
2437,2437 Amnestia,2437 Amnestia,asteroid
32062,32062 Amolpunjabi,32062 Amolpunjabi,asteroid
1221,1221 Amor,1221 Amor,asteroid
58214,58214 Amorim,58214 Amorim,asteroid
2948,2948 Amosov,2948 Amosov,asteroid
198,198 Ampella,198 Ampella,asteroid
10183,10183 Ampere,10183 Ampere,asteroid
10247,10247 Amphiaraos,10247 Amphiaraos,asteroid
5244,5244 Amphilochos,5244 Amphilochos,asteroid
5652,5652 Amphimachus,5652 Amphimachus,asteroid
37519,37519 Amphios,37519 Amphios,asteroid
29,29 Amphitrite,29 Amphitrite,asteroid
181483,181483 Ampleforth,181483 Ampleforth,asteroid
46513,46513 Ampzing,46513 Ampzing,asteroid
20644,20644 Amritdas,20644 Amritdas,asteroid
11945,11945 Amsterdam,11945 Amsterdam,asteroid
3554,3554 Amun,3554 Amun,asteroid
1065,1065 Amundsenia,1065 Amundsenia,asteroid
26003,26003 Amundson,26003 Amundson,asteroid
17452,17452 Amurreka,17452 Amurreka,asteroid
3375,3375 Amy,3375 Amy,asteroid
120188,120188 Amyaqueche,120188 Amyaqueche,asteroid
26414,26414 Amychyao,26414 Amychyao,asteroid
55576,55576 Amycus,55576 Amycus,asteroid
22679,22679 Amydavid,22679 Amydavid,asteroid
33562,33562 Amydunphy,33562 Amydunphy,asteroid
30147,30147 Amyhammer,30147 Amyhammer,asteroid
34199,34199 Amyjin,34199 Amyjin,asteroid
9274,9274 Amylovell,9274 Amylovell,asteroid
234750,234750 Amymainzer,234750 Amymainzer,asteroid
26653,26653 Amymeyer,26653 Amymeyer,asteroid
10060,10060 Amymilne,10060 Amymilne,asteroid
22865,22865 Amymoffett,22865 Amymoffett,asteroid
12396,12396 Amyphillips,12396 Amyphillips,asteroid
175563,175563 Amyrose,175563 Amyrose,asteroid
84994,84994 Amysimon,84994 Amysimon,asteroid
23904,23904 Amytang,23904 Amytang,asteroid
5560,5560 Amytis,5560 Amytis,asteroid
29969,29969 Amyvitha,29969 Amyvitha,asteroid
275281,275281 Amywalsh,275281 Amywalsh,asteroid
31777,31777 Amywinegar,31777 Amywinegar,asteroid
29983,29983 Amyxu,29983 Amyxu,asteroid
8289,8289 An-Eefje,8289 An-Eefje,asteroid
16602,16602 Anabuki,16602 Anabuki,asteroid
8834,8834 Anacardium,8834 Anacardium,asteroid
980,980 Anacostia,980 Anacostia,asteroid
2339,2339 Anacreon,2339 Anacreon,asteroid
11441,11441 Anadiego,11441 Anadiego,asteroid
39677,39677 Anagaribaldi,39677 Anagaribaldi,asteroid
3757,3757 Anagolay,3757 Anagolay,asteroid
270,270 Anahita,270 Anahita,asteroid
19860,19860 Anahtar,19860 Anahtar,asteroid
3848,3848 Analucia,3848 Analucia,asteroid
21560,21560 Analyons,21560 Analyons,asteroid
181043,181043 Anan,181043 Anan,asteroid
23323,23323 Anand,23323 Anand,asteroid
30269,30269 Anandapadmanaban,30269 Anandapadmanaban,asteroid
31635,31635 Anandarao,31635 Anandarao,asteroid
9194,9194 Ananoff,9194 Ananoff,asteroid
28808,28808 Ananthnarayan,28808 Ananthnarayan,asteroid
24474,24474 Ananthram,24474 Ananthram,asteroid
15500,15500 Anantpatel,15500 Anantpatel,asteroid
32611,32611 Ananyaganesh,32611 Ananyaganesh,asteroid
25721,25721 Anartya,25721 Anartya,asteroid
824,824 Anastasia,824 Anastasia,asteroid
20477,20477 Anastroda,20477 Anastroda,asteroid
11166,11166 Anatolefrance,11166 Anatolefrance,asteroid
3286,3286 Anatoliya,3286 Anatoliya,asteroid
19539,19539 Anaverdu,19539 Anaverdu,asteroid
4180,4180 Anaxagoras,4180 Anaxagoras,asteroid
6006,6006 Anaximandros,6006 Anaximandros,asteroid
6051,6051 Anaximenes,6051 Anaximenes,asteroid
330455,330455 Anbrysse,330455 Anbrysse,asteroid
21801,21801 Ancerl,21801 Ancerl,asteroid
18263,18263 Anchialos,18263 Anchialos,asteroid
1173,1173 Anchises,1173 Anchises,asteroid
14088,14088 Ancus,14088 Ancus,asteroid
15735,15735 Andakerkhoven,15735 Andakerkhoven,asteroid
266465,266465 Andalucia,266465 Andalucia,asteroid
10719,10719 Andamar,10719 Andamar,asteroid
6013,6013 Andanike,6013 Andanike,asteroid
27385,27385 Andblonsky,27385 Andblonsky,asteroid
2788,2788 Andenne,2788 Andenne,asteroid
4815,4815 Anders,4815 Anders,asteroid
2476,2476 Andersen,2476 Andersen,asteroid
7813,7813 Anderserikson,7813 Anderserikson,asteroid
26429,26429 Andiwagner,26429 Andiwagner,asteroid
25093,25093 Andmikhaylov,25093 Andmikhaylov,asteroid
6424,6424 Ando,6424 Ando,asteroid
13608,13608 Andosatoru,13608 Andosatoru,asteroid
42403,42403 Andraimon,42403 Andraimon,asteroid
8151,8151 Andranada,8151 Andranada,asteroid
11459,11459 Andraspal,11459 Andraspal,asteroid
185580,185580 Andratx,185580 Andratx,asteroid
2175,2175 Andrea Doria,2175 Andrea Doria,asteroid
21891,21891 Andreabocelli,21891 Andreabocelli,asteroid
204816,204816 Andreacamilleri,204816 Andreacamilleri,asteroid
95474,95474 Andreajbarbieri,95474 Andreajbarbieri,asteroid
29657,29657 Andreali,29657 Andreali,asteroid
96876,96876 Andreamanna,96876 Andreamanna,asteroid
26575,26575 Andreapugh,26575 Andreapugh,asteroid
8164,8164 Andreasdoppler,8164 Andreasdoppler,asteroid
17459,17459 Andreashofer,17459 Andreashofer,asteroid
145566,145566 Andreasphilipp,145566 Andreasphilipp,asteroid
367404,367404 Andreasrebers,367404 Andreasrebers,asteroid
1296,1296 Andree,1296 Andree,asteroid
4199,4199 Andreev,4199 Andreev,asteroid
20284,20284 Andreilevin,20284 Andreilevin,asteroid
5761,5761 Andreivanov,5761 Andreivanov,asteroid
14040,14040 Andrejka,14040 Andrejka,asteroid
8477,8477 Andrejkiselev,8477 Andrejkiselev,asteroid
11244,11244 Andrekuipers,11244 Andrekuipers,asteroid
116166,116166 Andremaeder,116166 Andremaeder,asteroid
2282,2282 Andres Bello,2282 Andres Bello,asteroid
6159,6159 Andreseloy,6159 Andreseloy,asteroid
28525,28525 Andrewabboud,28525 Andrewabboud,asteroid
79353,79353 Andrewalday,79353 Andrewalday,asteroid
32132,32132 Andrewamini,32132 Andrewamini,asteroid
21778,21778 Andrewarren,21778 Andrewarren,asteroid
208915,208915 Andrewashcraft,208915 Andrewashcraft,asteroid
5280,5280 Andrewbecker,5280 Andrewbecker,asteroid
33691,33691 Andrewchiang,33691 Andrewchiang,asteroid
18159,18159 Andrewcook,18159 Andrewcook,asteroid
6947,6947 Andrewdavis,6947 Andrewdavis,asteroid
90471,90471 Andrewdrake,90471 Andrewdrake,asteroid
121327,121327 Andreweaker,121327 Andreweaker,asteroid
289085,289085 Andreweil,289085 Andreweil,asteroid
229255,229255 Andrewelliott,229255 Andrewelliott,asteroid
34234,34234 Andrewfang,34234 Andrewfang,asteroid
28351,28351 Andrewfeldman,28351 Andrewfeldman,asteroid
25679,25679 Andrewguo,25679 Andrewguo,asteroid
15635,15635 Andrewhager,15635 Andrewhager,asteroid
17962,17962 Andrewherron,17962 Andrewherron,asteroid
28167,28167 Andrewkim,28167 Andrewkim,asteroid
34245,34245 Andrewkomo,34245 Andrewkomo,asteroid
17956,17956 Andrewlenoir,17956 Andrewlenoir,asteroid
129096,129096 Andrewleung,129096 Andrewleung,asteroid
121505,121505 Andrewliounis,121505 Andrewliounis,asteroid
27197,27197 Andrewliu,27197 Andrewliu,asteroid
129338,129338 Andrewlowman,129338 Andrewlowman,asteroid
26266,26266 Andrewmerrill,26266 Andrewmerrill,asteroid
23679,23679 Andrewmoore,23679 Andrewmoore,asteroid
23153,23153 Andrewnowell,23153 Andrewnowell,asteroid
78430,78430 Andrewpearce,78430 Andrewpearce,asteroid
53629,53629 Andrewpotter,53629 Andrewpotter,asteroid
19424,19424 Andrewsong,19424 Andrewsong,asteroid
11001,11001 Andrewulff,11001 Andrewulff,asteroid
173872,173872 Andrewwest,173872 Andrewwest,asteroid
3413,3413 Andriana,3413 Andriana,asteroid
7721,7721 Andrillat,7721 Andrillat,asteroid
42748,42748 Andrisani,42748 Andrisani,asteroid
8048,8048 Andrle,8048 Andrle,asteroid
5027,5027 Androgeos,5027 Androgeos,asteroid
175,175 Andromache,175 Andromache,asteroid
2294,2294 Andronikov,2294 Andronikov,asteroid
11003,11003 Andronov,11003 Andronov,asteroid
133293,133293 Andrushivka,133293 Andrushivka,asteroid
51915,51915 Andry,51915 Andry,asteroid
21336,21336 Andyblanchard,21336 Andyblanchard,asteroid
28652,28652 Andybramante,28652 Andybramante,asteroid
8257,8257 Andycheng,8257 Andycheng,asteroid
5441,5441 Andymurray,5441 Andymurray,asteroid
184011,184011 Andypuckett,184011 Andypuckett,asteroid
25300,25300 Andyromine,25300 Andyromine,asteroid
17399,17399 Andysanto,17399 Andysanto,asteroid
29880,29880 Andytran,29880 Andytran,asteroid
1172,1172 Aneas,1172 Aneas,asteroid
10456,10456 Anechka,10456 Anechka,asteroid
20773,20773 Aneeshvenkat,20773 Aneeshvenkat,asteroid
320790,320790 Anestin,320790 Anestin,asteroid
9991,9991 Anezka,9991 Anezka,asteroid
7468,7468 Anfimov,7468 Anfimov,asteroid
3158,3158 Anga,3158 Anga,asteroid
1957,1957 Angara,1957 Angara,asteroid
30788,30788 Angekauffmann,30788 Angekauffmann,asteroid
11911,11911 Angel,11911 Angel,asteroid
28822,28822 Angelabarker,28822 Angelabarker,asteroid
129151,129151 Angelaboggs,129151 Angelaboggs,asteroid
274137,274137 Angelaglinos,274137 Angelaglinos,asteroid
16132,16132 Angelakim,16132 Angelakim,asteroid
30031,30031 Angelakong,30031 Angelakong,asteroid
22064,22064 Angelalewis,22064 Angelalewis,asteroid
9428,9428 Angelalouise,9428 Angelalouise,asteroid
25402,25402 Angelanorse,25402 Angelanorse,asteroid
31838,31838 Angelarob,31838 Angelarob,asteroid
27580,27580 Angelataylor,27580 Angelataylor,asteroid
26947,26947 Angelawang,26947 Angelawang,asteroid
23057,23057 Angelawilson,23057 Angelawilson,asteroid
26002,26002 Angelayeung,26002 Angelayeung,asteroid
28503,28503 Angelazhang,28503 Angelazhang,asteroid
213269,213269 Angelbarbero,213269 Angelbarbero,asteroid
965,965 Angelica,965 Angelica,asteroid
20643,20643 Angelicaliu,20643 Angelicaliu,asteroid
64,64 Angelina,64 Angelina,asteroid
102211,102211 Angelofaggiano,102211 Angelofaggiano,asteroid
9011,9011 Angelou,9011 Angelou,asteroid
12617,12617 Angelusilesius,12617 Angelusilesius,asteroid
3160,3160 Angerhofer,3160 Angerhofer,asteroid
371220,371220 Angers,371220 Angers,asteroid
16770,16770 Angkor Wat,16770 Angkor Wat,asteroid
64291,64291 Anglee,64291 Anglee,asteroid
1712,1712 Angola,1712 Angola,asteroid
18102,18102 Angrilli,18102 Angrilli,asteroid
8420,8420 Angrogna,8420 Angrogna,asteroid
42487,42487 Angstrom,42487 Angstrom,asteroid
9560,9560 Anguita,9560 Anguita,asteroid
8593,8593 Angustirostris,8593 Angustirostris,asteroid
6120,6120 Anhalt,6120 Anhalt,asteroid
2162,2162 Anhui,2162 Anhui,asteroid
791,791 Ani,791 Ani,asteroid
34164,34164 Anikacheerla,34164 Anikacheerla,asteroid
3358,3358 Anikushin,3358 Anikushin,asteroid
129078,129078 Animoo,129078 Animoo,asteroid
32296,32296 Aninsayana,32296 Aninsayana,asteroid
27434,27434 Anirudhjain,27434 Anirudhjain,asteroid
25455,25455 Anissamak,25455 Anissamak,asteroid
301263,301263 Anitaheward,301263 Anitaheward,asteroid
6486,6486 Anitahill,6486 Anitahill,asteroid
46686,46686 Anitasohus,46686 Anitasohus,asteroid
170012,170012 Anithakar,170012 Anithakar,asteroid
1016,1016 Anitra,1016 Anitra,asteroid
8060,8060 Anius,8060 Anius,asteroid
8820,8820 Anjandersen,8820 Anjandersen,asteroid
362177,362177 Anji,362177 Anji,asteroid
26057,26057 Ankaios,26057 Ankaios,asteroid
1457,1457 Ankara,1457 Ankara,asteroid
28428,28428 Ankurvaishnav,28428 Ankurvaishnav,asteroid
25799,25799 Anmaschlegel,25799 Anmaschlegel,asteroid
265,265 Anna,265 Anna,asteroid
100733,100733 Annafalcka,100733 Annafalcka,asteroid
11299,11299 Annafreud,11299 Annafreud,asteroid
15014,15014 Annagekker,15014 Annagekker,asteroid
2519,2519 Annagerman,2519 Annagerman,asteroid
32731,32731 Annaivanovna,32731 Annaivanovna,asteroid
24930,24930 Annajamison,24930 Annajamison,asteroid
20180,20180 Annakoleny,20180 Annakoleny,asteroid
34193,34193 Annakoonce,34193 Annakoonce,asteroid
7787,7787 Annalaura,7787 Annalaura,asteroid
27613,27613 Annalou,27613 Annalou,asteroid
31920,31920 Annamcevoy,31920 Annamcevoy,asteroid
31104,31104 Annanetrebko,31104 Annanetrebko,asteroid
9823,9823 Annantalova,9823 Annantalova,asteroid
3055,3055 Annapavlova,3055 Annapavlova,asteroid
516560,516560 Annapolisroyal,516560 Annapolisroyal,asteroid
27150,27150 Annasante,27150 Annasante,asteroid
26948,26948 Annasato,26948 Annasato,asteroid
25760,25760 Annaspitz,25760 Annaspitz,asteroid
100734,100734 Annasvidnicka,100734 Annasvidnicka,asteroid
18707,18707 Annchi,18707 Annchi,asteroid
25512,25512 Anncomins,25512 Anncomins,asteroid
24316,24316 Anncooper,24316 Anncooper,asteroid
15042,15042 Anndavgui,15042 Anndavgui,asteroid
3667,3667 Anne-Marie,3667 Anne-Marie,asteroid
178830,178830 Anne-Veronique,178830 Anne-Veronique,asteroid
45511,45511 Anneblack,45511 Anneblack,asteroid
39429,39429 Annebronte,39429 Annebronte,asteroid
5535,5535 Annefrank,5535 Annefrank,asteroid
18244,18244 Anneila,18244 Anneila,asteroid
21739,21739 Annekeschwob,21739 Annekeschwob,asteroid
12028,12028 Annekinney,12028 Annekinney,asteroid
17904,17904 Annekoupal,17904 Annekoupal,asteroid
7330,7330 Annelemaitre,7330 Annelemaitre,asteroid
